athlete,avg_hr,avg_power,category,classification_confidence,durability_index,duration_min,error,file,ftp_used,intensity_factor,max_power,normalized_power,np_drift_pct,parsed,parser_note,quality_score,subtype,tss
012_Athlete_12,142.7,248.6,HIIT,0.45,,58.0,,012_activity_037.fit,299.3,0.966,400.0,289.0,-0.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,90.1
012_Athlete_12,140.0,236.9,HIIT,0.45,90.3,155.0,,012_activity_038.fit,299.3,0.905,398.0,270.8,-3.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,211.5
012_Athlete_12,142.9,241.6,HIIT,0.45,94.5,134.0,,012_activity_039.fit,299.3,0.929,400.0,278.1,-6.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,192.8
012_Athlete_12,137.8,254.2,HIIT,0.45,,80.0,,012_activity_040.fit,299.3,0.95,399.0,284.3,-5.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,120.3
012_Athlete_12,142.9,258.0,HIIT,0.45,98.8,122.0,,012_activity_041.fit,299.3,0.967,400.0,289.4,-3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,190.1
012_Athlete_12,141.6,251.4,HIIT,0.45,,72.0,,012_activity_042.fit,299.3,0.924,400.0,276.7,-3.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,102.5
012_Athlete_12,144.9,241.8,HIIT,0.45,,49.0,,012_activity_043.fit,299.3,0.924,396.0,276.4,9.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,69.7
012_Athlete_12,141.3,250.0,HIIT,0.45,103.2,132.0,,012_activity_044.fit,299.3,0.939,394.0,281.0,2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,193.9
012_Athlete_12,144.1,244.4,HIIT,0.45,93.1,158.0,,012_activity_045.fit,299.3,0.929,394.0,278.0,-2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,227.2
012_Athlete_12,136.9,246.7,HIIT,0.45,,101.0,,012_activity_046.fit,299.3,0.939,397.0,281.0,5.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,148.4
012_Athlete_12,138.8,239.4,HIIT,0.45,,89.0,,012_activity_047.fit,299.3,0.906,400.0,271.2,1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,121.8
012_Athlete_12,141.3,238.8,HIIT,0.45,,79.0,,012_activity_048.fit,299.3,0.904,398.0,270.6,-8.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,107.6
012_Athlete_12,139.4,267.0,HIIT,0.45,100.1,136.0,,012_activity_049.fit,299.3,0.995,400.0,298.0,1.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,224.6
012_Athlete_12,137.3,251.0,HIIT,0.45,,110.0,,012_activity_050.fit,299.3,0.948,400.0,283.7,6.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,164.7
013_Athlete_13,143.0,251.1,HIIT,0.45,,46.0,,013_activity_001.fit,291.7,0.984,400.0,286.9,1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,74.2
013_Athlete_13,139.7,259.3,HIIT,0.45,110.1,161.0,,013_activity_002.fit,291.7,0.989,400.0,288.5,9.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,262.6
013_Athlete_13,134.3,265.5,HIIT,0.45,,58.0,,013_activity_003.fit,291.7,1.01,394.0,294.6,9.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,98.6
013_Athlete_13,134.9,262.0,HIIT,0.45,,51.0,,013_activity_004.fit,291.7,1.004,400.0,292.8,2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,85.6
013_Athlete_13,142.3,234.2,HIIT,0.45,,90.0,,013_activity_005.fit,291.7,0.931,396.0,271.7,5.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,130.1
013_Athlete_13,133.9,248.3,HIIT,0.45,,80.0,,013_activity_006.fit,291.7,0.942,396.0,274.9,-1.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,118.4
013_Athlete_13,140.3,252.0,HIIT,0.45,,61.0,,013_activity_007.fit,291.7,0.96,389.0,280.1,1.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,93.7
013_Athlete_13,144.0,236.3,HIIT,0.45,,114.0,,013_activity_008.fit,291.7,0.922,400.0,269.1,-4.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,161.7
013_Athlete_13,137.4,233.6,HIIT,0.45,,62.0,,013_activity_009.fit,291.7,0.919,389.0,268.0,7.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,87.2
013_Athlete_13,138.0,260.3,HIIT,0.45,,96.0,,013_activity_010.fit,291.7,0.995,398.0,290.2,0.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,158.4
013_Athlete_13,141.3,253.5,HIIT,0.45,99.0,159.0,,013_activity_011.fit,291.7,0.983,395.0,286.8,0.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,256.2
013_Athlete_13,140.4,246.3,HIIT,0.45,97.0,125.0,,013_activity_012.fit,291.7,0.966,399.0,281.7,-4.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,194.3
013_Athlete_13,142.0,241.7,HIIT,0.45,,74.0,,013_activity_013.fit,291.7,0.934,397.0,272.3,-0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,107.5
013_Athlete_13,142.4,240.9,HIIT,0.45,,94.0,,013_activity_014.fit,291.7,0.969,400.0,282.8,-3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,147.2
013_Athlete_13,144.4,249.2,HIIT,0.45,92.9,166.0,,013_activity_015.fit,291.7,0.959,396.0,279.7,-6.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,254.5
013_Athlete_13,135.4,245.9,HIIT,0.45,,86.0,,013_activity_016.fit,291.7,0.949,396.0,276.8,-7.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,129.0
013_Athlete_13,140.5,249.1,HIIT,0.45,,90.0,,013_activity_017.fit,291.7,0.977,399.0,285.0,-5.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,143.2
013_Athlete_13,140.3,244.9,HIIT,0.45,,115.0,,013_activity_018.fit,291.7,0.951,399.0,277.4,-3.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,173.3
013_Athlete_13,142.6,260.8,HIIT,0.45,108.7,136.0,,013_activity_019.fit,291.7,0.999,400.0,291.5,2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,226.4
013_Athlete_13,143.0,262.2,HIIT,0.45,,65.0,,013_activity_020.fit,291.7,0.994,396.0,290.1,1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,107.1
013_Athlete_13,135.0,229.8,HIIT,0.45,,61.0,,013_activity_021.fit,291.7,0.905,398.0,264.0,5.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,83.3
013_Athlete_13,136.4,251.2,HIIT,0.45,,88.0,,013_activity_022.fit,291.7,0.99,399.0,288.7,1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,143.7
013_Athlete_13,141.2,249.7,HIIT,0.45,,93.0,,013_activity_023.fit,291.7,0.968,398.0,282.3,-0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,145.2
013_Athlete_13,140.0,251.6,HIIT,0.45,,66.0,,013_activity_024.fit,291.7,0.969,393.0,282.7,0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,103.3
013_Athlete_13,141.6,248.1,HIIT,0.45,,103.0,,013_activity_025.fit,291.7,0.97,396.0,283.0,8.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,161.6
013_Athlete_13,139.4,250.9,HIIT,0.45,93.0,158.0,,013_activity_026.fit,291.7,0.97,392.0,283.0,-5.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,247.9
013_Athlete_13,140.7,250.7,HIIT,0.45,100.9,140.0,,013_activity_027.fit,291.7,0.961,400.0,280.3,-3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,215.5
013_Athlete_13,140.3,233.5,HIIT,0.45,106.3,161.0,,013_activity_028.fit,291.7,0.925,399.0,269.8,5.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,229.6
013_Athlete_13,144.6,249.1,HIIT,0.45,,60.0,,013_activity_029.fit,291.7,0.966,399.0,281.7,0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,93.2
013_Athlete_13,138.0,257.7,HIIT,0.45,105.9,143.0,,013_activity_030.fit,291.7,0.977,400.0,285.1,5.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,227.6
013_Athlete_13,139.0,253.6,HIIT,0.45,103.8,141.0,,013_activity_031.fit,291.7,0.969,396.0,282.6,6.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,220.6
013_Athlete_13,139.9,232.7,HIIT,0.45,,99.0,,013_activity_032.fit,291.7,0.919,393.0,268.1,-4.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,139.4
013_Athlete_13,140.2,252.3,HIIT,0.45,98.1,149.0,,013_activity_033.fit,291.7,0.966,397.0,281.9,1.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,231.8
013_Athlete_13,141.1,230.9,HIIT,0.45,109.0,123.0,,013_activity_034.fit,291.7,0.905,391.0,264.1,5.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,168.1
013_Athlete_13,138.1,246.3,HIIT,0.45,100.1,172.0,,013_activity_035.fit,291.7,0.959,400.0,279.8,1.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,263.7
013_Athlete_13,143.9,269.7,HIIT,0.45,,99.0,,013_activity_036.fit,291.7,1.027,400.0,299.6,-0.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,174.0
013_Athlete_13,141.7,268.0,HIIT,0.45,,47.0,,013_activity_037.fit,291.7,1.029,389.0,300.1,10.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,82.9
013_Athlete_13,139.7,243.8,HIIT,0.45,96.6,157.0,,013_activity_038.fit,291.7,0.949,398.0,276.8,0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,235.6
013_Athlete_13,139.7,254.1,HIIT,0.45,101.0,147.0,,013_activity_039.fit,291.7,0.985,400.0,287.4,2.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,237.9
013_Athlete_13,138.5,251.4,HIIT,0.45,,46.0,,013_activity_040.fit,291.7,0.96,397.0,280.0,2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,70.6
013_Athlete_13,141.1,258.6,HIIT,0.45,97.3,160.0,,013_activity_041.fit,291.7,1.004,400.0,292.8,-4.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,268.7
013_Athlete_13,141.2,262.8,HIIT,0.45,89.4,172.0,,013_activity_042.fit,291.7,0.994,400.0,289.9,-3.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,283.2
013_Athlete_13,139.2,258.5,HIIT,0.45,97.4,139.0,,013_activity_043.fit,291.7,0.99,400.0,288.9,-0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,227.3
013_Athlete_13,139.5,263.8,HIIT,0.45,101.5,179.0,,013_activity_044.fit,291.7,1.003,400.0,292.6,3.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,300.1
013_Athlete_13,139.3,245.4,HIIT,0.45,106.4,147.0,,013_activity_045.fit,291.7,0.943,400.0,275.0,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,217.8
013_Athlete_13,139.0,252.9,HIIT,0.45,91.9,164.0,,013_activity_046.fit,291.7,0.973,400.0,283.7,-3.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,258.6
013_Athlete_13,140.4,254.9,HIIT,0.45,,75.0,,013_activity_047.fit,291.7,0.984,400.0,286.9,1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,120.9
013_Athlete_13,141.9,264.2,HIIT,0.45,,72.0,,013_activity_048.fit,291.7,1.017,398.0,296.5,1.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,124.0
013_Athlete_13,142.9,267.7,HIIT,0.45,,51.0,,013_activity_049.fit,291.7,1.014,398.0,295.8,11.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,87.4
013_Athlete_13,141.1,264.2,HIIT,0.45,,64.0,,013_activity_050.fit,291.7,1.011,400.0,294.8,-7.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,109.0
014_Athlete_14,137.0,254.5,HIIT,0.45,100.7,142.0,,014_activity_001.fit,295.5,0.972,400.0,287.2,3.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,223.6
014_Athlete_14,141.4,230.7,HIIT,0.45,,48.0,,014_activity_002.fit,295.5,0.94,395.0,277.6,-18.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,70.6
014_Athlete_14,142.0,252.0,HIIT,0.45,,105.0,,014_activity_003.fit,295.5,0.97,396.0,286.5,0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,164.5
014_Athlete_14,137.9,251.8,HIIT,0.45,101.5,133.0,,014_activity_004.fit,295.5,0.949,396.0,280.5,2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,199.7
014_Athlete_14,139.1,241.9,HIIT,0.45,,65.0,,014_activity_005.fit,295.5,0.934,397.0,276.0,-8.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,94.5
014_Athlete_14,138.3,260.6,HIIT,0.45,107.6,174.0,,014_activity_006.fit,295.5,0.986,399.0,291.5,5.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,282.2
014_Athlete_14,137.8,253.0,HIIT,0.45,,47.0,,014_activity_007.fit,295.5,0.96,392.0,283.7,-1.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,72.2
014_Athlete_14,140.5,256.7,HIIT,0.45,,73.0,,014_activity_008.fit,295.5,0.966,389.0,285.5,-0.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,113.5
014_Athlete_14,135.8,241.1,HIIT,0.45,,57.0,,014_activity_009.fit,295.5,0.934,396.0,276.0,-0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,82.9
014_Athlete_14,137.0,266.3,STEADY,0.5,,107.0,,014_activity_010.fit,295.5,0.989,399.0,292.4,1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,174.6
014_Athlete_14,142.6,262.8,HIIT,0.45,107.2,127.0,,014_activity_011.fit,295.5,0.988,399.0,292.0,6.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,206.7
014_Athlete_14,140.9,239.0,HIIT,0.45,,87.0,,014_activity_012.fit,295.5,0.911,396.0,269.3,-3.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,120.4
014_Athlete_14,143.4,251.9,HIIT,0.45,,88.0,,014_activity_013.fit,295.5,0.981,399.0,289.9,10.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,141.1
014_Athlete_14,143.6,252.4,HIIT,0.45,,113.0,,014_activity_014.fit,295.5,0.969,396.0,286.4,-4.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,176.9
014_Athlete_14,139.0,243.3,HIIT,0.45,100.5,145.0,,014_activity_015.fit,295.5,0.94,397.0,277.6,-1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,213.3
014_Athlete_14,137.2,241.2,HIIT,0.45,,112.0,,014_activity_016.fit,295.5,0.936,397.0,276.6,5.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,163.5
014_Athlete_14,140.8,256.9,HIIT,0.45,98.1,145.0,,014_activity_017.fit,295.5,0.986,399.0,291.3,0.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,234.9
014_Athlete_14,137.9,255.9,HIIT,0.45,103.2,178.0,,014_activity_018.fit,295.5,0.962,400.0,284.2,-2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,274.5
014_Athlete_14,143.5,253.0,HIIT,0.45,,100.0,,014_activity_019.fit,295.5,0.954,400.0,281.9,2.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,151.6
014_Athlete_14,139.7,245.8,HIIT,0.45,90.9,172.0,,014_activity_020.fit,295.5,0.933,399.0,275.7,-5.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,249.6
014_Athlete_14,138.7,250.4,HIIT,0.45,100.0,145.0,,014_activity_021.fit,295.5,0.952,400.0,281.2,0.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,218.9
014_Athlete_14,139.8,258.2,HIIT,0.45,99.2,146.0,,014_activity_022.fit,295.5,0.983,400.0,290.5,-2.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,235.1
014_Athlete_14,139.8,245.0,HIIT,0.45,107.0,161.0,,014_activity_023.fit,295.5,0.941,396.0,278.0,4.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,237.5
014_Athlete_14,141.8,241.4,HIIT,0.45,,117.0,,014_activity_024.fit,295.5,0.927,399.0,273.9,11.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,167.6
014_Athlete_14,138.6,241.9,HIIT,0.45,,103.0,,014_activity_025.fit,295.5,0.929,396.0,274.7,0.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,148.3
014_Athlete_14,138.5,244.8,HIIT,0.45,95.0,170.0,,014_activity_026.fit,295.5,0.928,400.0,274.2,-1.8,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,244.0
014_Athlete_14,139.6,228.3,HIIT,0.45,,53.0,,014_activity_027.fit,295.5,0.884,396.0,261.3,-1.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,69.0
014_Athlete_14,140.9,259.4,STEADY,0.5,,65.0,,014_activity_028.fit,295.5,0.958,389.0,283.1,-3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,99.4
014_Athlete_14,137.2,239.0,HIIT,0.45,,49.0,,014_activity_029.fit,295.5,0.928,388.0,274.1,-2.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,70.3
014_Athlete_14,138.7,230.3,HIIT,0.45,,58.0,,014_activity_030.fit,295.5,0.907,400.0,267.9,-13.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,79.5
014_Athlete_14,139.7,248.6,HIIT,0.45,92.9,171.0,,014_activity_031.fit,295.5,0.948,400.0,280.2,-2.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,256.3
014_Athlete_14,139.9,235.3,HIIT,0.45,96.9,140.0,,014_activity_032.fit,295.5,0.91,400.0,268.9,-0.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,193.3
014_Athlete_14,138.2,272.1,STEADY,0.5,,93.0,,014_activity_033.fit,295.5,1.013,399.0,299.3,-1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,159.0
014_Athlete_14,137.5,254.8,HIIT,0.45,101.5,150.0,,014_activity_034.fit,295.5,0.972,399.0,287.1,3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,236.0
014_Athlete_14,138.5,239.9,HIIT,0.45,,106.0,,014_activity_035.fit,295.5,0.921,398.0,272.1,1.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,149.8
014_Athlete_14,145.0,238.5,HIIT,0.45,,47.0,,014_activity_036.fit,295.5,0.898,396.0,265.5,2.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.94,hiit_unspecified,63.2
014_Athlete_14,140.0,251.9,HIIT,0.45,,83.0,,014_activity_037.fit,295.5,0.939,399.0,277.5,6.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,122.0
014_Athlete_14,139.8,250.4,HIIT,0.45,,105.0,,014_activity_038.fit,295.5,0.965,398.0,285.1,3.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,162.9
014_Athlete_14,139.9,247.0,HIIT,0.45,,111.0,,014_activity_039.fit,295.5,0.944,395.0,278.9,-12.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,164.8
014_Athlete_14,140.7,247.9,HIIT,0.45,96.4,170.0,,014_activity_040.fit,295.5,0.937,396.0,276.8,-4.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,248.6
014_Athlete_14,139.7,245.9,HIIT,0.45,95.0,148.0,,014_activity_041.fit,295.5,0.948,400.0,280.3,-2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,221.9
014_Athlete_14,141.5,246.4,HIIT,0.45,,66.0,,014_activity_042.fit,295.5,0.936,397.0,276.7,2.3,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,96.5
014_Athlete_14,140.3,249.1,HIIT,0.45,99.6,172.0,,014_activity_043.fit,295.5,0.958,399.0,283.2,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,263.3
014_Athlete_14,141.5,255.3,HIIT,0.45,,93.0,,014_activity_044.fit,295.5,0.985,396.0,291.1,-1.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,150.4
014_Athlete_14,139.3,253.4,HIIT,0.45,,103.0,,014_activity_045.fit,295.5,0.972,400.0,287.3,-10.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,162.3
014_Athlete_14,142.0,244.9,HIIT,0.45,81.5,155.0,,014_activity_046.fit,295.5,0.946,396.0,279.6,-8.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,231.2
014_Athlete_14,137.2,239.3,HIIT,0.45,102.6,135.0,,014_activity_047.fit,295.5,0.92,398.0,271.8,-2.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,190.4
014_Athlete_14,139.8,252.7,HIIT,0.45,95.6,158.0,,014_activity_048.fit,295.5,0.966,398.0,285.3,-3.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,245.5
014_Athlete_14,140.9,273.7,STEADY,0.5,,107.0,,014_activity_049.fit,295.5,1.019,398.0,301.2,3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,threshold_continuous,185.2
014_Athlete_14,137.2,238.1,HIIT,0.45,,72.0,,014_activity_050.fit,295.5,0.921,400.0,272.3,-0.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,101.9
015_Athlete_15,139.2,250.8,HIIT,0.45,,109.0,,015_activity_001.fit,295.8,0.962,397.0,284.5,-2.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,168.0
015_Athlete_15,138.1,253.5,HIIT,0.45,108.8,133.0,,015_activity_002.fit,295.8,0.962,399.0,284.5,6.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,205.1
015_Athlete_15,138.0,249.4,HIIT,0.45,,96.0,,015_activity_003.fit,295.8,0.965,398.0,285.4,8.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,148.9
015_Athlete_15,139.4,255.1,HIIT,0.45,,89.0,,015_activity_004.fit,295.8,0.96,398.0,284.1,3.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,136.8
015_Athlete_15,143.2,240.0,HIIT,0.45,94.2,173.0,,015_activity_005.fit,295.8,0.91,398.0,269.1,-4.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,238.6
015_Athlete_15,143.1,256.3,HIIT,0.45,,96.0,,015_activity_006.fit,295.8,0.969,398.0,286.7,5.0,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,150.3
015_Athlete_15,139.0,262.7,HIIT,0.45,,117.0,,015_activity_007.fit,295.8,0.989,398.0,292.5,-2.5,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,190.6
015_Athlete_15,138.1,242.7,HIIT,0.45,118.5,126.0,,015_activity_008.fit,295.8,0.934,398.0,276.3,15.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,183.2
015_Athlete_15,138.8,250.5,HIIT,0.45,,110.0,,015_activity_009.fit,295.8,0.959,393.0,283.7,-3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,168.6
015_Athlete_15,145.6,255.3,HIIT,0.45,98.4,134.0,,015_activity_010.fit,295.8,0.97,400.0,286.9,-3.6,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,210.2
015_Athlete_15,143.0,245.0,HIIT,0.45,98.0,157.0,,015_activity_011.fit,295.8,0.939,397.0,277.9,-2.9,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,230.9
015_Athlete_15,139.0,239.4,HIIT,0.45,,99.0,,015_activity_012.fit,295.8,0.905,388.0,267.8,-10.2,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,135.3
015_Athlete_15,138.4,253.0,HIIT,0.45,101.7,132.0,,015_activity_013.fit,295.8,0.96,400.0,283.9,-1.7,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,202.6
015_Athlete_15,140.3,253.3,HIIT,0.45,,58.0,,015_activity_014.fit,295.8,0.954,397.0,282.3,11.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,88.0
015_Athlete_15,139.9,252.0,HIIT,0.45,96.1,152.0,,015_activity_015.fit,295.8,0.964,399.0,285.2,2.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,235.5
015_Athlete_15,140.0,254.1,HIIT,0.45,,48.0,,015_activity_016.fit,295.8,0.96,382.0,284.1,18.1,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,73.8
015_Athlete_15,143.9,231.2,HIIT,0.45,,55.0,,015_activity_017.fit,295.8,0.888,389.0,262.7,-1.4,True,"synthetic_binary_parser(offset=73, stride=15)",0.88,hiit_unspecified,72.3
